0	-1.0
1	-1.0
2	-1.0
3	-1.0
4	-1.0
5	-1.0
6	-1.0
7	-1.0
8	-1.0
9	-1.0
10	-1.0
11	-1.0
12	-1.0
13	527.9243132248283
14	552.421284533148
15	581.0132450815131
16	635.5390087868643
17	713.875524325614
18	717.9758025555566
19	727.5522956174108
20	734.6790476254176
21	758.4532653212977
22	767.7701576400239
23	785.3565159629302
24	798.7385226247053
25	819.6890412509271
26	824.6459293508502
27	850.840014457854
28	881.8524076950009
29	897.6845873663653
30	897.6845873663653
31	880.8167618844373
32	880.8167618844373
33	880.8167618844373
34	903.0890701319667
35	903.0890701319667
36	903.0890701319667
37	903.0890701319667
38	926.5169521242722
39	979.7720088107097
40	1016.9701325350485
41	1041.68815658972
42	1041.68815658972
43	1044.2262063969347
44	1044.2262063969347
45	1061.874839741047
46	1067.922716375685
47	1067.922716375685
48	1067.922716375685
49	1067.922716375685
50	1077.124814999872
51	1115.5756775972457
52	1122.042782974621
53	1122.042782974621
54	1127.9488263853343
55	1164.733336301424
56	1164.733336301424
57	1164.733336301424
58	1164.733336301424
59	1164.733336301424
60	1190.6188673393763
61	1190.6188673393763
62	1190.6188673393763
63	1202.06827245453
64	1202.06827245453
65	1219.6303136838249
66	1235.4513230806963
67	1243.6456267495994
68	1247.7836766137484
69	1299.6775310874907
70	1303.630815449181
71	1348.153075569563
72	1398.426518737197
73	1408.9345227524814
74	1418.9302153671197
75	1483.4808621211573
76	1495.3113689808508
77	1495.3113689808508
78	1531.9627949974242
79	1531.9627949974242
80	1570.4560855767804
81	1590.437369724472
82	1592.125452109665
83	1598.06206530793
84	1693.5747893890657
85	1708.0379409904383
86	1719.7875481227577
87	1727.710839565716
88	1727.710839565716
89	1727.710839565716
90	1751.9248971004158
91	1751.9248971004158
92	1751.9248971004158
93	1751.9248971004158
94	1751.9248971004158
95	1751.9248971004158
96	1751.9248971004158
97	1751.9248971004158
98	1751.9248971004158
99	1751.9248971004158
100	1821.0474697695015
101	1638.538667201034
102	1258.4482147616677
103	1190.0580204699218
104	959.5016742090129
105	1036.0447703622692
106	1132.8736696243725
107	1132.8736696243725
108	1201.85758921491
109	1201.85758921491
110	1201.85758921491
111	1258.3162569967308
112	1325.0059418570208
113	1393.959351115269
114	1533.4309892232147
115	1386.2301168352526
116	1275.9773055013236
117	1256.7349196401176
118	1295.8181101869257
119	1128.6118420835223
120	985.504963468378
121	1001.2931069829218
122	982.9218850343871
123	997.9623330142891
124	997.9623330142891
